Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2023-10-03 14:31:41,2,46 Ben Levy,0,0,0,0,0.45,0.4424716
2023-10-03 15:08:47,12,12 Matt LeMar,1,0,0,0,0.0019230769,0.94034094
2023-10-03 15:13:18,13,66 Janine Hlavaty,1,0,0,0,0.16538462,0.9509943
2023-10-03 15:24:27,16,11 Nina Finley,0,1,0,0,0.22307692,0.1796875
2023-10-03 15:26:58,17,16 Elias Levey-Swain,0,0,0,0,0.99423075,0.7230114
2023-10-03 15:30:15,18,30 Josue Alorro,0,0,0,0,0.37115383,0.29261363
