Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2023-09-26 17:43:46,6,27 Griffin Kao,1,0,0,0,0.25384617,0.92471594
2023-09-26 17:49:41,7,42 Daniel Thornton,0,0,0,0,0.37884617,0.46235797
2023-09-26 17:51:52,7,42 Daniel Thornton,0,0,0,0,0.67115384,0.5355114
2023-09-26 18:25:56,13,66 Janine Hlavaty,0,0,0,0,0.28076923,0.66690344
2023-09-26 18:46:09,18,80 Hannah Garfield,0,0,0,0,0.8038462,0.8146307
2023-09-26 18:54:29,19,08 Mike Drost,0,0,0,0,0.067307696,0.58664775
2023-09-26 19:00:19,20,12 Matt LeMar,0,0,0,0,0.375,0.37926137
