Player,Points played total,Points played,Offense points played,Defense points played,Offense points won,Defense points won,Touches,Points played with touches,Throws,Catches,Possessions initiated,Assists,Secondary assists,Goals,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Stall outs for,Stall outs against,Total completed throw distance (m),Total completed throw gain (m),Average completed throw distance (m),Average completed throw gain (m),Total caught pass distance (m),Total caught pass gain (m),Average caught pass distance (m),Average caught pass gain (m)
08 Mike Drost,15,"3,5,8,9,12,14,17,19,20,22,24,25,26,27,28",13,2,9,0,15,9,12,14,1,2,1,3,1,1,0,1,0,0,230.71,145.67,20.97,13.24,262.70,209.45,18.76,14.96
00 Genny De Jesus,14,"3,5,6,8,9,12,14,17,19,20,22,24,25,27",14,0,10,0,18,6,18,18,0,2,0,0,1,1,0,0,0,0,174.83,43.32,10.93,2.71,191.82,59.87,10.66,3.33
11 Nina Finley,14,"3,5,6,8,9,12,14,17,19,20,22,24,25,27",14,0,10,0,28,13,26,21,7,0,4,1,0,0,0,0,0,1,324.79,190.62,12.49,7.33,238.11,55.82,11.34,2.66
24 Jolie Krebs,14,"3,5,6,8,9,12,14,17,19,20,22,24,25,27",14,0,10,0,17,10,16,15,2,1,1,1,1,1,0,1,0,0,207.52,137.29,13.83,9.15,189.62,114.28,12.64,7.62
12 Matt LeMar,13,"3,5,8,9,12,14,17,19,20,22,24,25,27",13,0,9,0,22,12,20,20,2,0,3,2,2,2,0,1,0,0,216.44,70.10,12.02,3.89,252.39,70.67,12.62,3.53
74 Sam Harris,12,"1,2,4,10,11,13,15,18,21,23,26,28",0,12,0,3,4,3,4,4,0,3,0,0,0,0,0,2,0,0,95.10,89.99,23.78,22.50,49.71,38.78,12.43,9.69
03 Abby Cheng,11,"1,4,7,10,11,15,16,21,23,26,28",0,11,0,3,5,3,4,5,0,0,1,1,0,0,0,0,0,0,47.73,14.63,11.93,3.66,98.07,93.75,19.61,18.75
29 Oscar Kohut,10,"3,6,8,12,14,19,20,22,24,27",10,0,7,0,8,7,6,8,0,1,1,2,1,0,1,0,0,0,124.92,113.07,20.82,18.84,153.96,128.41,19.24,16.05
30 Josue Alorro,10,"4,7,10,13,15,18,21,23,26,28",0,10,0,2,7,3,7,4,3,0,1,0,0,0,0,0,0,0,104.91,58.74,14.99,8.39,49.65,-14.77,12.41,-3.69
36 Matt Wiener,10,"5,6,9,12,17,19,20,24,25,27",10,0,7,0,9,6,8,7,2,1,0,1,0,0,0,0,0,0,102.21,58.88,12.78,7.36,110.54,83.95,15.79,11.99
26 Cara Sieber,10,"1,4,7,10,13,15,18,21,26,28",0,10,0,3,3,2,2,3,0,0,0,1,0,0,0,0,0,0,13.37,-7.46,13.37,-7.46,33.44,20.53,11.15,6.84
06 Ryan Drost,9,"1,4,10,13,15,18,21,26,28",0,9,0,3,3,3,2,3,0,0,1,1,0,0,0,0,0,0,28.47,27.98,14.24,13.99,77.74,61.29,25.91,20.43
07 Luisa Neves,8,"1,2,11,13,16,18,23,26",0,8,0,1,3,2,3,1,2,0,0,0,0,0,0,0,0,0,47.44,24.79,15.81,8.26,8.99,-5.11,8.99,-5.11
56 Leila Denniston,7,"5,6,9,14,17,22,25",7,0,6,0,6,3,6,6,0,2,0,0,1,1,0,0,0,0,75.34,50.07,15.07,10.01,101.98,87.71,17.00,14.62
19 Eliot Bemis,6,"2,7,11,13,16,21",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46 Ben Levy,5,"1,4,7,11,16",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16 Elias Levey-Swain,5,"2,11,15,23,28",0,5,0,1,2,2,2,2,0,0,0,0,1,1,0,0,0,0,14.78,13.00,14.78,13.00,27.28,16.83,13.64,8.42
42 Daniel Thornton,5,"1,7,11,16,23",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80 Hannah Garfield,5,"2,10,13,16,21",0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.99,-5.11,8.99,-5.11,14.88,0.43,14.88,0.43
27 Griffin Kao,4,"2,10,16,23",0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99 Toby Paperno,3,"4,15,18",0,3,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,11.50,0.99,11.50,0.99,12.54,5.82,12.54,5.82
17 Oliver Chartock,3,"3,6,8",3,0,2,0,6,3,6,1,5,1,0,0,1,1,0,1,0,0,57.59,14.13,11.52,2.83,13.23,13.00,13.23,13.00
10 Tricia Smit,3,"2,7,18",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
