Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal,wind_direction
8/10/23 20:01,1,0,0,0,1,1,3,0,0,0,0,1,03 Abby Cheng,74 Sam Harris,06 Ryan Drost,
8/10/23 20:03,2,1,0,0,0,1,4,1,1,0,1,0,,,,
8/10/23 20:08,3,1,1,1,1,1,3,0,0,0,0,0,12 Matt LeMar,29 Oscar Kohut,08 Mike Drost,
8/10/23 20:09,4,2,1,0,0,1,2,1,0,1,0,1,,,,
8/10/23 20:13,5,2,2,1,0,1,4,1,1,0,0,0,,,,
8/10/23 20:15,6,2,3,1,1,2,8,1,1,0,0,1,29 Oscar Kohut,17 Oliver Chartock,11 Nina Finley,
8/10/23 20:18,7,3,3,0,0,0,0,0,0,0,0,0,,,,
8/10/23 20:50,8,3,4,1,0,2,12,2,1,1,1,0,,,,
8/10/23 20:56,9,3,5,1,1,1,5,0,0,0,0,0,24 Jolie Krebs,08 Mike Drost,36 Matt Wiener,
8/10/23 20:58,10,4,5,0,1,1,5,0,0,0,1,0,06 Ryan Drost,74 Sam Harris,03 Abby Cheng,
8/10/23 21:01,11,5,5,0,0,0,0,0,0,0,0,0,,,,
8/10/23 21:02,12,5,6,1,1,1,10,0,0,0,0,0,11 Nina Finley,00 Genny De Jesus,12 Matt LeMar,
8/10/23 21:10,13,6,6,0,0,0,0,0,0,0,0,0,,,,
8/10/23 21:11,14,6,7,1,1,2,14,1,1,0,1,0,12 Matt LeMar,56 Leila Denniston,29 Oscar Kohut,
8/10/23 21:16,15,7,7,0,1,1,12,0,0,0,0,1,30 Josue Alorro,74 Sam Harris,26 Cara Sieber,
8/10/23 21:22,16,8,7,0,0,0,0,0,0,0,0,0,,,,
8/10/23 21:23,17,8,8,1,1,1,8,0,0,0,0,0,11 Nina Finley,56 Leila Denniston,12 Matt LeMar,
8/10/23 21:26,18,9,8,0,0,0,0,0,0,0,0,0,,,,
8/10/23 21:27,19,9,9,1,0,1,0,0,0,0,0,0,,,,
8/10/23 21:28,20,9,10,1,1,1,3,0,0,0,0,0,12 Matt LeMar,24 Jolie Krebs,08 Mike Drost,
8/10/23 21:29,21,10,10,0,0,0,0,0,0,0,0,0,,,,
8/10/23 21:31,22,10,11,1,1,1,6,0,0,0,0,0,11 Nina Finley,08 Mike Drost,29 Oscar Kohut,
8/10/23 22:00,23,11,11,0,0,0,0,0,0,0,0,0,,,,
8/10/23 22:03,24,11,12,1,0,1,12,1,1,0,0,0,,,,
8/10/23 22:07,25,11,13,1,1,3,16,2,2,0,2,0,08 Mike Drost,36 Matt Wiener,08 Mike Drost,
8/10/23 22:14,26,12,13,0,0,0,0,0,0,0,0,0,,,,
8/10/23 22:16,27,12,14,1,1,1,17,0,0,0,0,0,11 Nina Finley,00 Genny De Jesus,24 Jolie Krebs,
8/10/23 22:21,28,13,14,0,0,0,0,0,0,0,0,0,,,,
8/10/23 22:24,29,13,15,1,0,0,0,0,0,0,0,0,,,,
