Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
8/10/23 20:04,2,74 Sam Harris,0,0,0,0,0.65192306,0.4872159
8/10/23 20:55,8,30 Josue Alorro,0,0,0,0,0.16153847,0.69815344
8/10/23 20:59,10,74 Sam Harris,1,0,0,0,0.14615385,0.89772725
8/10/23 21:15,14,12 Matt LeMar,0,0,0,0,0.71153843,0.35085228
8/10/23 22:12,25,24 Jolie Krebs,0,0,0,0,0.50576925,0.23224431
8/10/23 22:13,25,08 Mike Drost,0,0,0,0,1,0.30539772
