Player,Points played total,Points played,Offense points played,Defense points played,Offense points won,Defense points won,Touches,Points played with touches,Throws,Catches,Possessions initiated,Assists,Secondary assists,Goals,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Stall outs for,Stall outs against,Total completed throw distance (m),Total completed throw gain (m),Average completed throw distance (m),Average completed throw gain (m),Total caught pass distance (m),Total caught pass gain (m),Average caught pass distance (m),Average caught pass gain (m)
11 Nina Finley,11,"1,3,4,9,10,12,14,16,17,20,21",11,0,7,0,38,10,38,36,2,2,4,0,0,0,0,0,0,0,518.44,277.13,14.01,7.49,390.03,111.08,10.83,3.09
00 Genny De Jesus,11,"1,3,4,9,10,12,14,16,17,20,21",11,0,7,0,16,10,14,16,0,1,1,2,1,1,0,0,0,0,159.91,74.86,12.30,5.76,152.19,18.39,9.51,1.15
12 Matt LeMar,11,"1,3,4,9,10,12,14,16,17,20,21",11,0,7,0,28,10,28,22,6,0,1,0,0,0,0,1,0,0,338.24,76.07,12.08,2.72,256.33,9.73,11.65,0.44
24 Jolie Krebs,10,"1,4,9,10,12,14,16,17,20,21",10,0,7,0,18,6,17,18,0,1,0,1,2,1,1,0,0,0,166.40,47.51,10.40,2.97,231.24,115.84,12.85,6.44
08 Mike Drost,9,"1,4,9,10,12,14,16,20,21",9,0,6,0,16,8,15,14,2,1,1,1,1,1,0,1,0,0,181.93,12.43,12.99,0.89,171.69,136.22,12.26,9.73
56 Leila Denniston,9,"1,3,4,8,9,12,16,17,20",8,1,4,0,6,4,6,6,0,1,0,0,1,1,0,0,0,0,55.15,16.83,11.03,3.37,116.65,72.59,19.44,12.10
36 Matt Wiener,9,"1,3,4,9,10,14,16,17,21",9,0,6,0,13,7,10,11,2,1,0,3,0,0,0,0,0,0,96.28,46.73,9.63,4.67,184.52,146.66,16.77,13.33
03 Abby Cheng,7,"2,6,8,11,13,15,18",0,7,0,2,6,4,6,6,0,0,1,0,0,0,0,2,0,0,64.01,11.58,10.67,1.93,90.24,59.16,15.04,9.86
07 Luisa Neves,6,"5,7,11,13,18,21",1,5,1,3,12,4,12,8,4,1,2,0,0,0,0,0,0,0,166.38,122.87,13.86,10.24,96.62,-7.32,12.08,-0.91
74 Sam Harris,6,"2,5,6,13,15,19",0,6,0,2,2,1,1,2,0,0,0,1,0,0,0,0,0,0,9.89,-4.62,9.89,-4.62,34.95,27.06,17.48,13.53
29 Oscar Kohut,6,"3,10,12,14,17,20",6,0,4,0,14,5,14,13,1,0,0,0,1,1,0,0,0,0,125.71,21.16,10.48,1.76,152.90,19.11,11.76,1.47
26 Cara Sieber,6,"2,6,8,11,13,18",0,6,0,2,6,4,6,4,2,2,0,0,2,2,0,0,0,0,90.68,50.07,22.67,12.52,50.43,27.77,12.61,6.94
27 Griffin Kao,5,"2,7,11,15,19",0,5,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,27.11,11.36,13.55,5.68,21.93,7.67,10.97,3.84
16 Elias Levey-Swain,5,"5,7,11,15,19",0,5,0,2,5,2,5,4,1,0,0,0,1,1,0,0,0,0,50.04,8.59,12.51,2.15,56.32,22.23,14.08,5.56
30 Josue Alorro,5,"2,3,6,13,18",1,4,0,2,8,3,8,6,2,0,0,0,1,0,1,0,0,0,98.14,57.74,12.27,7.22,60.99,-15.62,10.17,-2.60
06 Ryan Drost,5,"5,7,11,13,18",0,5,0,3,9,2,9,9,0,1,1,0,1,1,0,0,0,0,100.83,51.78,12.60,6.47,130.52,52.77,14.50,5.86
46 Ben Levy,5,"2,6,8,15,19",0,5,0,1,4,3,4,2,2,0,0,0,1,1,0,1,0,0,40.86,25.00,13.62,8.33,14.41,3.27,7.20,1.63
19 Eliot Bemis,5,"2,6,8,15,18",0,5,0,2,7,3,6,6,1,0,0,1,1,1,0,1,0,0,60.01,23.08,12.00,4.62,88.04,56.96,14.67,9.49
42 Daniel Thornton,4,"6,8,13,18",0,4,0,2,2,1,1,2,0,0,0,1,0,0,0,0,0,0,8.51,-5.68,8.51,-5.68,45.96,33.59,22.98,16.80
80 Hannah Garfield,4,"5,7,15,19",0,4,0,2,5,2,5,5,0,0,0,0,0,0,0,0,0,0,61.68,28.62,12.34,5.72,66.38,0.64,13.28,0.13
99 Toby Paperno,4,"5,7,11,19",0,4,0,2,3,2,3,3,0,0,0,0,1,1,0,0,0,0,35.72,-10.30,17.86,-5.15,33.67,18.47,11.22,6.16
10 Tricia Smit,4,"5,7,8,19",0,4,0,2,3,1,2,3,0,0,0,1,0,0,0,1,0,0,25.10,3.55,12.55,1.78,35.00,30.11,11.67,10.04
