Player,Points played total,Points played,Offense points played,Defense points played,Offense points won,Defense points won,Touches,Points played with touches,Throws,Catches,Possessions initiated,Assists,Secondary assists,Goals,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Stall outs for,Stall outs against,Total completed throw distance (m),Total completed throw gain (m),Average completed throw distance (m),Average completed throw gain (m),Total caught pass distance (m),Total caught pass gain (m),Average caught pass distance (m),Average caught pass gain (m)
19 Eliot Bemis,7,"1,3,4,5,7,9,12",1,6,1,1,4,3,4,4,0,0,0,0,1,1,0,0,0,0,24.47,-13.99,8.16,-4.66,52.82,18.18,13.21,4.55
36 Matt Wiener,6,"2,4,6,8,11,13",6,0,5,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,71.85,70.38,35.93,35.19,32.65,12.22,16.33,6.11
00 Genny De Jesus,6,"2,4,6,8,11,13",6,0,5,0,11,5,8,11,0,1,2,3,0,0,0,0,0,0,110.91,48.86,13.86,6.11,146.57,50.64,13.32,4.60
46 Ben Levy,6,"3,7,8,10,12,13",2,4,1,0,5,2,5,4,1,0,0,0,2,2,0,0,0,0,37.88,16.76,12.63,5.59,50.25,14.91,12.56,3.73
42 Daniel Thornton,6,"2,4,6,8,11,13",6,0,5,0,7,5,5,7,0,0,0,2,0,0,0,0,0,0,79.15,-3.55,15.83,-0.71,140.25,101.78,20.04,14.54
11 Nina Finley,6,"2,4,6,8,11,13",6,0,5,0,14,6,14,10,4,1,1,0,0,0,0,0,0,0,198.47,64.70,14.18,4.62,137.44,21.80,13.74,2.18
12 Matt LeMar,6,"2,4,6,8,11,13",6,0,5,0,9,4,9,7,2,0,1,0,0,0,0,0,0,0,113.11,64.06,12.57,7.12,99.95,-10.30,14.28,-1.47
24 Jolie Krebs,6,"2,4,6,8,11,13",6,0,5,0,8,6,8,8,0,2,0,0,0,0,0,0,0,0,93.43,58.81,11.68,7.35,93.57,77.13,11.70,9.64
16 Elias Levey-Swain,6,"1,3,5,7,9,12",0,6,0,1,7,2,7,7,0,0,0,0,1,1,0,0,0,0,72.81,31.04,12.14,5.17,84.37,2.49,12.05,0.36
27 Griffin Kao,5,"1,5,9,10,12",0,5,0,1,2,1,2,2,0,0,0,0,0,0,0,1,0,0,22.19,13.07,11.10,6.53,33.75,20.03,16.88,10.01
04 Nola Kim Mayer,4,"1,5,7,10",0,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12.55,12.50,12.55,12.50,10.34,10.01,10.34,10.01
88 Nikki Hair,4,"3,7,10,12",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26 Cara Sieber,4,"1,5,9,12",0,4,0,1,7,2,7,4,3,1,0,0,0,0,0,0,0,0,96.58,30.47,13.80,4.35,39.39,21.73,9.85,5.43
07 Luisa Neves,4,"1,5,7,10",0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,17.52,-0.64,17.52,-0.64,0.00,0.00,0.00,0.00
44 Sal Pepe,4,"1,5,9,10",0,4,0,1,2,2,1,2,0,0,0,1,1,1,0,0,0,0,0.00,0.00,0.00,0.00,30.55,26.35,15.27,13.17
66 Janine Hlavaty,3,"2,6,11",3,0,3,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,28.54,-8.31,14.27,-4.15,27.99,24.01,13.99,12.00
74 Sam Harris,3,"3,9,12",0,3,0,1,3,1,3,3,0,0,1,0,0,0,0,1,0,0,25.88,8.52,8.63,2.84,34.39,14.20,11.46,4.73
03 Abby Cheng,3,"3,7,10",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80 Hannah Garfield,2,"3,9",0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,17.05,13.99,17.05,13.99,8.11,1.49,8.11,1.49
