Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2023-06-27 10:28:51,1,26 Cara Sieber,0,0,0,0,0.61923075,0.6036932
2023-06-27 10:41:18,7,26 Cara Sieber,1,0,0,0,0.72884613,0.83451706
2023-06-27 11:50:31,16,19 Eliot Bemis,0,0,0,0,0.08461539,0.44105113
2023-06-27 11:56:42,18,08 Mike Drost,0,0,0,0,0.66923076,0.19105114
