Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2023-08-10 15:08:57,2,24 Jolie Krebs,0,0,0,0,0.10769231,0.56107956
2023-08-10 15:42:49,13,10 Tricia Smit,0,0,0,0,0.14615385,0.70170456
2023-08-10 15:49:46,16,16 Elias Levey-Swain,1,0,0,0,0.9307692,0.8245739
2023-08-10 15:55:11,18,30 Josue Alorro,1,0,0,0,0.48653847,0.83451706
