Player,Points played total,Points played,Offense points played,Defense points played,Offense points won,Defense points won,Touches,Points played with touches,Throws,Catches,Possessions initiated,Assists,Secondary assists,Goals,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Stall outs for,Stall outs against,Total completed throw distance (m),Total completed throw gain (m),Average completed throw distance (m),Average completed throw gain (m),Total caught pass distance (m),Total caught pass gain (m),Average caught pass distance (m),Average caught pass gain (m)
30 Josue Alorro,11,"1,4,5,8,10,12,13,15,17,19,20",1,10,0,4,8,4,7,7,1,0,2,1,0,0,0,0,0,0,103.81,46.24,14.83,6.61,68.10,9.16,9.73,1.31
06 Ryan Drost,11,"1,2,4,5,8,10,12,13,15,17,19",1,10,0,4,3,3,1,3,0,0,0,2,0,0,0,0,0,0,12.49,-11.08,12.49,-11.08,53.86,38.07,17.95,12.69
00 Genny De Jesus,9,"3,6,7,9,11,14,16,18,21",9,0,5,0,17,6,17,17,0,0,0,0,1,1,0,0,0,0,177.65,77.13,11.10,4.82,189.49,1.07,11.15,0.06
08 Mike Drost,9,"3,6,7,9,11,14,16,18,21",9,0,5,0,15,6,14,14,1,0,1,1,1,1,0,1,0,0,143.46,-1.99,11.04,-0.15,177.54,86.08,12.68,6.15
11 Nina Finley,8,"6,7,9,11,14,16,18,21",8,0,4,0,19,6,19,18,1,1,1,0,0,0,0,0,0,0,298.39,127.34,15.70,6.70,206.96,20.03,11.50,1.11
56 Leila Denniston,8,"2,4,7,8,11,15,17,19",3,5,2,2,9,3,8,8,1,2,0,1,1,1,0,2,0,0,84.87,7.67,12.12,1.10,145.97,92.76,18.25,11.59
17 Oliver Chartock,8,"2,4,7,9,11,14,16,19",5,3,3,2,13,5,13,9,4,0,1,0,1,1,0,2,0,0,128.08,72.51,10.67,6.04,91.44,44.18,10.16,4.91
12 Matt LeMar,7,"3,6,7,9,11,18,21",7,0,4,0,20,6,20,17,3,1,0,0,1,1,0,0,0,0,251.69,81.11,13.25,4.27,138.58,24.22,8.15,1.42
66 Janine Hlavaty,6,"1,5,8,12,17,20",1,5,0,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,27.91,25.21,13.95,12.61,30.53,10.30,15.27,5.15
24 Jolie Krebs,6,"3,6,9,14,18,21",6,0,3,0,17,5,16,15,2,0,2,1,1,1,0,0,0,0,174.71,106.25,11.65,7.08,200.30,42.19,13.35,2.81
21 Anne Worth,6,"3,6,9,14,16,21",6,0,2,0,8,4,8,8,0,2,0,0,0,0,0,0,0,0,87.26,3.84,10.91,0.48,90.04,59.52,11.26,7.44
26 Cara Sieber,6,"1,4,8,12,17,20",1,5,0,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,25.38,7.53,12.69,3.76,4.93,-3.98,4.93,-3.98
07 Luisa Neves,6,"1,5,10,12,15,19",0,6,0,3,5,3,5,3,2,2,0,0,0,0,0,1,0,0,47.11,27.56,9.42,5.51,38.32,8.81,12.77,2.94
27 Griffin Kao,6,"1,5,10,12,19,20",0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03 Abby Cheng,6,"1,2,10,15,18,19",1,5,1,2,3,2,2,3,0,0,1,1,0,0,0,0,0,0,23.93,-0.07,11.96,-0.04,48.28,41.55,16.09,13.85
74 Sam Harris,6,"2,5,10,13,17,20",1,5,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0.00,0.00,0.00,0.00,14.72,9.59,14.72,9.59
29 Oscar Kohut,5,"3,6,14,16,18",5,0,3,0,7,3,6,6,1,0,0,1,1,1,0,0,0,0,58.42,5.04,11.68,1.01,80.10,48.86,13.35,8.14
42 Daniel Thornton,5,"4,7,15,17,20",2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36 Matt Wiener,4,"3,11,16,21",4,0,2,0,7,3,6,7,0,0,0,1,0,0,0,0,0,0,74.04,25.57,12.34,4.26,140.03,67.47,20.00,9.64
16 Elias Levey-Swain,4,"2,8,12,20",0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45 Colton Doering,3,"8,13,15",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80 Hannah Garfield,3,"2,10,13",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88 Nikki Hair,2,"4,13",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10 Tricia Smit,2,"5,13",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
