Created,Point,Possession,Started point on offense?,Scored?,Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),Initiator,Passes,Secondary assist,Assist,Goal,Thrower error,Receiver error,Stalled out
2023-09-26 23:25:35,1,1,0,0,0.6057692,0.70383525,07 Luisa Neves,5,,,,,74 Sam Harris,
2023-09-26 23:27:49,1,2,0,1,0.8903846,0.37855113,07 Luisa Neves,4,10 Tricia Smit,52 Connor Russell,06 Ryan Drost,,,
2023-09-26 23:29:49,2,1,0,1,0.74230766,0.8203125,16 Elias Levey-Swain,5,74 Sam Harris,03 Abby Cheng,80 Hannah Garfield,,,
2023-09-26 23:34:04,4,1,1,0,0.42307693,0.6207386,11 Nina Finley,1,,,,11 Nina Finley,,
2023-09-26 23:35:30,4,2,1,0,0.9846154,0.5973011,24 Jolie Krebs,5,,,,24 Jolie Krebs,,
2023-09-26 23:37:59,4,3,1,0,0.42884615,0.18,17 Oliver Chartock,5,,,,56 Leila Denniston,,
2023-09-26 23:50:04,4,4,1,0,0.24615385,0.37926137,11 Nina Finley,2,,,,29 Oscar Kohut,,
2023-09-26 23:52:51,4,5,1,1,0.7653846,0.81889206,24 Jolie Krebs,5,08 Mike Drost,24 Jolie Krebs,56 Leila Denniston,,,
2023-09-26 23:56:49,6,1,1,0,0.8576923,0.6370739,12 Matt LeMar,3,,,,,12 Matt LeMar,
2023-09-26 23:59:00,7,1,1,0,0.075,0.92897725,11 Nina Finley,29,,,,,11 Nina Finley,
2023-09-27 00:06:24,7,2,1,0,0.059615385,0.82173294,11 Nina Finley,2,,,,00 Genny De Jesus,,
2023-09-27 00:09:17,8,1,1,0,0.75961536,0.5369318,07 Luisa Neves,6,,,,52 Connor Russell,,
2023-09-27 00:11:25,8,2,1,0,0.9846154,0.72940344,46 Ben Levy,13,,,,,52 Connor Russell,
2023-09-27 00:14:08,8,3,1,0,0.89807695,0.72727275,46 Ben Levy,3,,,,46 Ben Levy,,
2023-09-27 00:17:27,9,1,1,1,0.625,0.7244318,17 Oliver Chartock,4,24 Jolie Krebs,17 Oliver Chartock,29 Oscar Kohut,,,
2023-09-27 00:24:50,10,1,0,0,0.9846154,0.66122156,46 Ben Levy,7,,,,16 Elias Levey-Swain,,
2023-09-27 00:29:02,10,2,0,0,0.4653846,0.80610794,46 Ben Levy,2,,,,,27 Griffin Kao,
2023-09-27 00:33:11,11,1,1,0,0.7480769,0.9964489,12 Matt LeMar,2,,,,29 Oscar Kohut,,
2023-09-27 00:35:00,11,2,1,1,0.03846154,0.47514203,17 Oliver Chartock,9,24 Jolie Krebs,17 Oliver Chartock,08 Mike Drost,,,
2023-09-27 00:46:00,12,1,0,0,0.32307693,0.515625,16 Elias Levey-Swain,3,,,,,42 Daniel Thornton,
2023-09-27 00:53:42,13,1,1,0,0.8730769,0.49928978,24 Jolie Krebs,5,,,,00 Genny De Jesus,,
2023-09-27 00:55:31,13,2,1,1,0.97115386,0.4872159,11 Nina Finley,4,11 Nina Finley,29 Oscar Kohut,56 Leila Denniston,,,
2023-09-27 00:58:09,14,1,0,0,0.8269231,0.4396307,45 Colton Doering,5,,,,,66 Janine Hlavaty,
2023-09-27 01:00:08,14,2,0,0,0.021153847,0.59090906,52 Connor Russell,1,,,,52 Connor Russell,,
2023-09-27 01:05:38,14,3,0,0,0.8230769,0.60227275,07 Luisa Neves,11,,,,10 Tricia Smit,,
2023-09-27 01:08:36,14,4,0,1,0.17692308,0.82528406,52 Connor Russell,15,07 Luisa Neves,52 Connor Russell,27 Griffin Kao,,,
2023-09-27 01:13:39,15,1,0,0,0.64615387,0.68039775,16 Elias Levey-Swain,2,,,,08 Mike Drost,,
2023-09-27 01:14:55,15,2,0,1,0.9826923,0.51704544,16 Elias Levey-Swain,11,74 Sam Harris,52 Connor Russell,42 Daniel Thornton,,,
2023-09-27 01:19:12,16,1,0,1,0.9480769,0.69602275,46 Ben Levy,12,45 Colton Doering,46 Ben Levy,10 Tricia Smit,,,
2023-09-27 01:24:22,17,1,0,1,0.29038462,0.4431818,80 Hannah Garfield,7,74 Sam Harris,52 Connor Russell,24 Jolie Krebs,,,
2023-09-27 01:26:51,18,1,0,0,0.66923076,0.8224432,45 Colton Doering,11,,,,46 Ben Levy,,
2023-09-27 01:30:38,18,2,0,0,0.62115383,0.77059656,46 Ben Levy,20,,,,46 Ben Levy,,
2023-09-27 01:35:17,18,3,0,0,0.6923077,0.82670456,52 Connor Russell,5,,,,,42 Daniel Thornton,
2023-09-27 01:38:36,19,1,1,1,0.125,0.69247156,17 Oliver Chartock,3,12 Matt LeMar,29 Oscar Kohut,56 Leila Denniston,,,
