Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal,wind_direction
6/27/23 12:18,1,0,0,0,1,1,2,0,0,0,0,1,,,,
6/27/23 12:19,2,1,0,0,1,2,8,1,1,0,2,0,26 Cara Sieber,19 Eliot Bemis,10 Tricia Smit,
6/27/23 12:23,3,2,0,0,1,1,3,0,0,0,0,1,08 Mike Drost,36 Matt Wiener,33 Emily Barrett,
6/27/23 12:25,4,3,0,0,1,2,10,1,1,0,0,2,56 Leila Denniston,03 Abby Cheng,30 Josue Alorro,
6/27/23 12:29,5,4,0,0,1,1,4,0,0,0,1,0,10 Tricia Smit,30 Josue Alorro,88 Nikki Hair,
6/27/23 12:31,6,5,0,0,1,1,10,0,0,0,0,1,33 Emily Barrett,00 Genny De Jesus,08 Mike Drost,
6/27/23 12:34,7,6,0,0,0,0,0,0,0,0,0,0,,,,
6/27/23 12:36,8,6,1,1,1,2,12,1,1,0,1,0,17 Oliver Chartock,12 Matt LeMar,11 Nina Finley,
6/27/23 12:40,9,7,1,0,0,0,0,0,0,0,0,0,,,,
6/27/23 12:41,10,7,2,1,1,2,9,1,1,0,1,0,11 Nina Finley,12 Matt LeMar,00 Genny De Jesus,
6/27/23 12:44,11,8,2,1,1,1,11,0,0,0,0,0,00 Genny De Jesus,17 Oliver Chartock,33 Emily Barrett,
6/27/23 12:49,12,9,2,0,0,1,3,1,0,1,1,0,,,,
6/27/23 12:54,13,9,3,1,1,2,9,1,1,0,0,1,00 Genny De Jesus,11 Nina Finley,00 Genny De Jesus,
6/27/23 12:57,14,10,3,0,1,1,1,0,0,0,1,0,,30 Josue Alorro,45 Colton Doering,
6/27/23 12:59,15,11,3,0,1,1,5,0,0,0,0,1,56 Leila Denniston,46 Ben Levy,27 Griffin Kao,
6/27/23 13:02,16,12,3,0,1,1,2,0,0,0,0,1,17 Oliver Chartock,00 Genny De Jesus,56 Leila Denniston,
6/27/23 13:03,17,13,3,0,1,2,4,1,1,0,2,0,,30 Josue Alorro,80 Hannah Garfield,
6/27/23 13:08,18,14,3,0,1,2,7,1,1,0,2,0,26 Cara Sieber,27 Griffin Kao,56 Leila Denniston,
6/27/23 13:12,19,15,3,0,0,0,0,0,0,0,0,0,,,,
